occid,catalognumber,family,sciname,cleanedname,eventdate,island,locality,decimalLatitude,decimallongitude,coordinateUncertaintyInMeters
36087,125636,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-14,Oahu,Waianae Mountains; Ekahanui; Valley I>II; Loc. 3 = W410 E-5,21.439297,-158.093071,50
36391,125940,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Pualii>Ekahanui; Loc. 4 = W410 F-8,21.437529,-158.092928,50
36338,125887,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Ekahanui; Valley I; Loc. 3 = W410 F-6,21.438043,-158.092046,50
36339,125888,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Ekahanui; Valley I; Loc. 3 = W410 F-6,21.438043,-158.092046,50
36340,125889,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Ekahanui; Valley I; Loc. 3 = W410 F-6,21.438043,-158.092046,50
36300,125849,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Ekahanui; Valley I; Loc. 2 = W410 F-7,21.438264,-158.092424,50
36301,125850,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Ekahanui; Valley I; Loc. 2 = W410 F-7,21.438264,-158.092424,50
36418,125967,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-21,Oahu,Waianae Mountains; Pualii>Ekahanui; Loc. 11 = W420-1,21.438935,-158.089286,50
36506,126055,Amastridae,Amastra spirizona,Amastra spirizona,1934-01-28,Oahu,"Waianae Mountains; Pualii, Valley II, Gulch I; Loc. 4 = W420 C-2",21.443558,-158.095986,50
36672,126221,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-04,Oahu,Waianae Mountains; Huliwai; Loc. 6 = W400 A-9,21.452248,-158.093676,50
36673,126222,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-04,Oahu,Waianae Mountains; Huliwai; Loc. 6 = W400 A-9,21.452248,-158.093676,50
36792,126341,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-11,Oahu,Waianae Mountains; Huliwai; Loc. 1 = W400 A-9,21.452248,-158.093676,50
36837,126386,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-11,Oahu,Waianae Mountains; Huliwai; Loc. 2 = W400 A-8,21.452444,-158.09363,50
35647,125219,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 1 = W410 C-8,21.441823,-158.093318,50
35648,125220,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 1 = W410 C-8,21.441823,-158.093318,50
35649,125221,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 1 = W410 C-8,21.441823,-158.093318,50
35695,125267,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 3 = W410 C-6,21.441968,-158.09615,50
35696,125268,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 3 = W410 C-6,21.441968,-158.09615,50
35794,125366,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 5 = W410 C-4,21.442181,-158.097951,50
35751,125323,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 4 = W410 C-5,21.442205,-158.096943,50
35752,125324,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 4 = W410 C-5,21.442205,-158.096943,50
35822,125394,Amastridae,Amastra spirizona,Amastra spirizona,1934-02-25,Oahu,Waianae Mountains; Ekahanui; Valley III; Loc. 6 = W410 C-3,21.443233,-158.097369,50
35573,125145,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-04,Oahu,Waianae Mountains; Ekahanui; Valley IV; Loc. 3 = W410B-5,21.444449,-158.096323,83
35574,125146,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-04,Oahu,Waianae Mountains; Ekahanui; Valley IV; Loc. 3 = W410B-5,21.444449,-158.096323,83
37386,126912,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> Loc. W451-1 = Loc. 1 See map,21.419537,-158.091615,50
37387,126913,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> Loc. W451-1 = Loc. 1 See map,21.419537,-158.091615,50
37388,126914,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> Loc. W451-1 = Loc. 1 See map,21.419537,-158.091615,50
37510,127036,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 4 = W440 A-1a,21.420793,-158.0923,50
37511,127037,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 4 = W440 A-1a,21.420793,-158.0923,50
37592,127118,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 5 = W440 A-1,21.421099,-158.092043,50
37679,127205,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 6 = W440 A-2,21.421209,-158.092848,50
37680,127206,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 6 = W440 A-2,21.421209,-158.092848,50
37681,127207,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-25,Oahu,Waianae Mountains; Napepeolelo> W; Loc. 6 = W440 A-2,21.421209,-158.092848,50
37835,127361,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 3 = W450-3,21.41735,-158.093022,50
37812,127338,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 2 = W450-2,21.417842,-158.092428,50
37814,127340,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 2 = W450-2,21.417842,-158.092428,50
37974,127477,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 11 = W450-4,21.418104,-158.093372,100
37928,127431,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 10 = W450-5,21.418281,-158.09441,50
37929,127432,Amastridae,Amastra spirizona,Amastra spirizona,1934-03-30,Oahu,Waianae Mountains; Palawai; Loc. 10 = W450-5,21.418281,-158.09441,50
38040,127543,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-01,Oahu,Waianae Mountains; Napepeolelo; Loc. 1 = W440 A-1a,21.420793,-158.0923,50
38041,127544,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-01,Oahu,Waianae Mountains; Napepeolelo; Loc. 1 = W440 A-1a,21.420793,-158.0923,50
38087,127590,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-01,Oahu,Waianae Mountains; Napepeolelo; Loc. 2 = W440 A-1; 100 yards below Loc. (5) 25-III-34,21.421099,-158.092043,50
38125,127628,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-01,Oahu,Waianae Mountains; Napepeolelo; Loc. 3 = W440 A-2a,21.421337,-158.092488,50
38166,127669,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-08,Oahu,Waianae Mountains; Palawai; Loc. 3 = W151 B-3,21.411804,-158.089558,100
38158,127661,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-08,Oahu,Waianae Mountains; Palawai; Loc. 2 = W151 B-2; See map,21.412928,-158.092725,50
38302,127805,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-15,Oahu,Waianae Mountains; Nanakuli; Loc. 3 = W5-2,21.409703,-158.100337,50
38303,127806,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-15,Oahu,Waianae Mountains; Nanakuli; Loc. 3 = W5-2,21.409703,-158.100337,50
38304,127807,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-15,Oahu,Waianae Mountains; Nanakuli; Loc. 3 = W5-2,21.409703,-158.100337,50
38276,127779,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-15,Oahu,Waianae Mountains; Nanakuli; Loc. 2 = W5-6,21.411126,-158.099789,50
38482,127986,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Nanakuli; Loc. 4 = W5-2b,21.409698,-158.100315,50
38570,128075,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Nanakuli; Loc. 6C = W5-5b,21.409772,-158.099384,50
38571,128076,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Nanakuli; Loc. 6C = W5-5b,21.409772,-158.099384,50
38427,127931,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Loc. 3 = W5-3,21.410418,-158.100066,50
38428,127932,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Loc. 3 = W5-3,21.410418,-158.100066,50
38432,127936,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-22,Oahu,Waianae Mountains; Loc. 3 = W5-3,21.410418,-158.100066,50
1311392,385781,Amastridae,Paramastra spirizona,Amastra spirizona,1934-04-22,Oahu,"Along Ditch Trail, Opaeula, Oahu",21.567509,-158.013058,9743
38612,128117,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Nanakuli; Loc. 3 = W2-4a,21.410437,-158.100897,50
38657,128162,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Nanakuli; Loc. 4 = W5-7,21.411915,-158.100983,50
38658,128163,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Nanakuli; Loc. 4 = W5-7,21.411915,-158.100983,50
38659,128164,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Nanakuli; Loc. 4 = W5-7,21.411915,-158.100983,50
38709,128215,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Palawai; Loc. 5 = W450 B-3,21.412658,-158.099808,50
38710,128216,Amastridae,Amastra spirizona,Amastra spirizona,1934-04-29,Oahu,Waianae Mountains; Palawai; Loc. 5 = W450 B-3,21.412658,-158.099808,50
39050,128556,Amastridae,Amastra spirizona,Amastra spirizona,1934-07-03,Oahu,Waianae Mountains; Mokuleia; Valley 4; Loc. W240-3 = Loc. #3,21.524443,-158.122933,86
52546,170084,Amastridae,Amastra spirizona,Amastra spirizona,1935-01-01,Oahu,"Waianae Mountains; ""Leilehua""",21.485542,-158.070022,8489
52370,169908,Amastridae,Amastra spirizona chlorotica,Amastra spirizona,1935-01-01,Oahu,Waialua,21.571398,-158.127232,
52371,169909,Amastridae,Amastra spirizona chlorotica,Amastra spirizona,1935-01-01,Oahu,Waialua,21.571398,-158.127232,
42621,132060,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,Kawaiki Gulch; south bank; Loc. 1; Loc. = 340 A-4,21.572065,-158.000062,100
42622,132061,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,Kawaiki Gulch; south bank; Loc. 1; Loc. = 340 A-4,21.572065,-158.000062,100
42623,132062,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,Kawaiki Gulch; south bank; Loc. 1; Loc. = 340 A-4,21.572065,-158.000062,100
42639,132078,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,Kawaiki; Loc. 3; makai of Loc. 1; Loc. = 340 A-2,21.572427,-158.002221,100
42640,132079,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,Kawaiki; Loc. 3; makai of Loc. 1; Loc. = 340 A-2,21.572427,-158.002221,100
42659,132098,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-06,Oahu,"Kawaiki; Loc. 4 = 340 A-1; makai of Loc. 3; in a kukui grove, on a south side of stream bed",21.573145,-158.004478,50
42569,132008,Amastridae,Amastra spirizona,Amastra spirizona,1935-04-28,Oahu,"Poamoho; North Poamoho; Loc. 5, below 4 on the south siee of the valley where a spur ends; Loc. = 290 A-1",21.532997,-157.992373,50
43078,132494,Amastridae,Amastra spirizona,Amastra spirizona,1935-07-04,Oahu,Poamoho>Helemano; Loc. 1,21.52916,-157.969375,5152
45588,135033,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-20,Oahu,Waianae Mountains; North Palawai; Loc. 2 = W451A-3,21.412815,-158.083615,50
55779,174219,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,Waianae Mountains; Palawai I>II; along upper trail; Loc. 6 = W451 A-f5; See map,21.411493,-158.08615,101
55821,174261,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,"Waianae Mountains; Palawai II; upper side gulch, along trail; Loc. 7 = W451 A-f6; See map",21.412119,-158.0862,50
55585,174025,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,Waianae Mountains; North Palawai Gulch; Loc. 1 = W451 A-1; See map,21.41338,-158.084063,50
55627,174067,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,Waianae Mountains; Palawai II; along trail in a small side gulch; Loc. 2 = W451 A-f2,21.413709,-158.084885,50
55684,174124,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,"Waianae Mountains; Palawai II; above Loc. 2, under a large rock 20 feet above trail; Loc. 2a = W451 A-f2",21.413709,-158.084885,50
55735,174175,Amastridae,Amastra spirizona,Amastra spirizona,1935-08-30,Oahu,Waianae Mountains; Palawai I; along trail; Loc. 5 = W451 B-5; See map,21.414387,-158.096381,50
45319,134758,Amastridae,Amastra spirizona,Amastra spirizona,1935-09-03,Oahu,"Waianae Mountains; South Haleauau; along trail to Kaala, along north side of Mohiakea>Haleauau; Loc. 8 = W320J-1a",21.495763,-158.125055,100
56663,175792,Amastridae,Amastra spirizona,Amastra spirizona,1935-12-19,Oahu,Waianae Mountains; Pualii; Loc. 1 = W430 C-4 (See map),21.420848,-158.080289,50
56701,175830,Amastridae,Amastra spirizona,Amastra spirizona,1935-12-19,Oahu,Waianae Mountains; Pualii; Loc. 2 = W430 C-3 (See map),21.421091,-158.080224,50
57312,176441,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Manuwaikaalai Gulch; Loc. 5 = W470 A-1. SEE MAP,21.396761,-158.090903,73
57270,176399,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Manuwaikaalai Gulch; Loc. 1 = W470-5. SEE MAP,21.400366,-158.09063,50
57122,176251,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Kaaikukai Gulch; Loc. 1a = w460 B-5. SEE MAP,21.401548,-158.090372,50
57235,176364,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Kaaikukai Gulch; Loc. 1c = W460 B-3. SEE MAP,21.403397,-158.091164,50
57267,176396,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Kaaikukai Gulch; Loc. 1d = W460 B-2. SEE MAP,21.404163,-158.091079,50
57168,176297,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-28,Oahu,Waianae Mountains; Kaaikukai Gulch; Loc. 1b = W460 B-4. SEE MAP,21.40631,-158.096494,97
57728,176834,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Napepeiauolelo Gulch; Loc. 15 = W440-1. SEE MAP,21.419464,-158.085928,50
57712,176818,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; Loc. 14 = W430 C-6. SEE MAP,21.420332,-158.083608,50
57707,176813,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; Loc. = W430 C-1. SEE MAP,21.421083,-158.081068,50
57640,176746,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; Loc. 9 = W430 B-1. SEE MAP,21.42378,-158.081879,50
57641,176747,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; Loc. 9 = W430 B-1. SEE MAP,21.42378,-158.081879,50
57529,176635,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; Loc. 6 = W430-2. SEE MAP = 135009-011,21.426361,-158.084275,50
57499,176605,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pualii Gulch; along trail; Loc. 5 = W430-1. SEE MAP,21.427102,-158.083175,50
57478,176584,Amastridae,Amastra spirizona,Amastra spirizona,1936-03-30,Oahu,Waianae Mountains; Pohakea Gulch; Loc. 4 = W425-1. SEE MAP for #135001-020,21.427453,-158.086909,200
57909,177015,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; North Kaaikukai; South branch above forest fence; Loc. 4 = W460-3. SEE MAP,21.405927,-158.090586,100
57910,177016,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; North Kaaikukai; South branch above forest fence; Loc. 4 = W460-3. SEE MAP,21.405927,-158.090586,100
57850,176956,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; North Kaaikukai; Loc. 3 = W460-2. SEE MAP,21.407874,-158.08894,50
57796,176902,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; North Kaaikukai Gulch; north branch. Above forest reserve fence; Loc. 2 = W460-1. SEE MAP,21.408999,-158.088272,100
57766,176872,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; South Palawai Gulch; along trail; Loc. 1 = W452 B-1. SEE MAP,21.410274,-158.088168,100
57767,176873,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-03,Oahu,Waianae Mountains; South Palawai Gulch; along trail; Loc. 1 = W452 B-1. SEE MAP,21.410274,-158.088168,100
58013,177119,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,"Waianae Mountains; North Palawai; south side, near South Palawai, along contour trail; Loc. 8 = W451 A-5. SEE MAP 135076-100",21.411351,-158.085967,50
57975,177081,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,"Waianae Mountains; South Palawai; north branch, near 3-mile mark; Loc. 7 = W452 B-3. SEE MAP 135076-100",21.411915,-158.089471,100
57976,177082,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,"Waianae Mountains; South Palawai; north branch, near 3-mile mark; Loc. 7 = W452 B-3. SEE MAP 135076-100",21.411915,-158.089471,100
58096,177202,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,Waianae Mountains; North Palawai; Loc. 11 = W451 A-8. SEE MAP 135076-100,21.413568,-158.092056,50
58129,177235,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,"Waianae Mountains; North Palawai; South branch, North slope; Loc. 12 = W451 A-9 =Cat. No. 135096. SEE MAP 135076-100",21.415085,-158.092022,50
58157,177263,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,Waianae Mountains; North Palawai; Loc. 14 = W451-3. SEE MAP 135076-100,21.420379,-158.092053,50
58058,177164,Amastridae,Amastra spirizona,Amastra spirizona,1936-04-19,Oahu,"Waianae Mountains; North Palawai; along contour trail, just north of Loc. W451-5; Loc. 9 = W451 A-6. SEE MAP 135076-100",21.421004,-158.094018,50
48801,165341,Amastridae,Amastra spirizona,Amastra spirizona,1936-06-24,Oahu,Waianae Mountains; North Ekahanui; ete {? -See catalog}; Loc. 11 = W410A-12,21.450594,-158.095171,50
1311393,385782,Amastridae,Paramastra spirizona,Amastra spirizona,1936-07-19,Oahu,"North slope of middle spur, about 3/4 mile inland of road where ditch crosses road and at level of ditch, Kawailoa, Oahu",21.592051,-158.00605,3620
1311394,385783,Amastridae,Paramastra spirizona,Amastra spirizona,1936-08-15,Oahu,"Right valley 50 minutes inland, 2/3 up right slope, Kawailoa, Oahu",21.587023,-158.008152,7921
58639,177722,Amastridae,Amastra spirizona,Amastra spirizona,1936-09-16,Oahu,Waianae Mountains; Palawai; Loc. 1 = W452-1. SEE MAP,21.414912,-158.08419,100
58640,177723,Amastridae,Amastra spirizona,Amastra spirizona,1936-09-16,Oahu,Waianae Mountains; Palawai; Loc. 1 = W452-1. SEE MAP,21.414912,-158.08419,100
1311395,385784,Amastridae,Paramastra spirizona,Amastra spirizona,1936-09-20,Oahu,"Along streambed, Poamoho-Kaukonahua Ridge, Oahu",21.558186,-158.088586,4226
46240,162165,Amastridae,Amastra spirizona,Amastra spirizona,1936-09-27,Oahu,"Kawainui Stream; South side of stream,; Loc. #1 (see map)",21.57,-158.005,
46241,162166,Amastridae,Amastra spirizona,Amastra spirizona,1936-09-27,Oahu,"Kawainui Stream; South side of stream,; Loc. #1 (see map)",21.57,-158.005,
46244,162169,Amastridae,Amastra spirizona,Amastra spirizona,1936-09-27,Oahu,Kawainui Stream; North side; bottom of gully; Loc. 2; see map,21.57,-158.005,
1311396,385785,Amastridae,Paramastra spirizona,Amastra spirizona,1936-10-04,Oahu,"Right (southerly) branch, north gulch junction of branches of North Poamoho, in ravine bed, Poamoho, Oahu",21.558186,-158.088586,4226
1311397,385786,Amastridae,Paramastra spirizona,Amastra spirizona,1936-10-04,Oahu,"Right (southerly) branch, north gulch 150 yards below Forest Reserve Monument, in ravine bed, Poamoho, Oahu",21.558186,-158.088586,4226
1311398,385787,Amastridae,Paramastra spirizona,Amastra spirizona,1936-10-11,Oahu,"About 600 feet from new road, Kawaihalona, Oahu",21.553497,-158.012318,582
1311399,385788,Amastridae,Paramastra spirizona,Amastra spirizona,1936-10-18,Oahu,"South branch south slope, 1/4 mile above narrow neck in ridge, Helemano, Oahu",21.544534,-158.007658,9185
1311400,385789,Amastridae,Paramastra spirizona,Amastra spirizona,1936-10-31,Oahu,"Left Branch of North Valley 1/4 mile inland of Forest Reserve Monument, Poamoho, Oahu",21.558186,-158.088586,4226
1311401,385790,Amastridae,Paramastra spirizona,Amastra spirizona,1936-11-01,Oahu,"Left branch of north valley opposite Forest Reserve Monument, south slope, Poamoho, Oahu",21.558186,-158.088586,4226
1311402,385791,Amastridae,Paramastra spirizona,Amastra spirizona,1936-12-06,Oahu,"Main valley, first ravine, right spur, Kawailoa, Oahu",21.587023,-158.008152,7921
47265,163183,Amastridae,Amastra spirizona,Amastra spirizona,1937-03-26,Oahu,Waianae Mts.; Haleauau; on trail to Kaala; along trail about 1/4 mile beyond firebreak trail; Loc. I. See map,21.49231667,-158.13115,
1311403,385792,Amastridae,Paramastra spirizona,Amastra spirizona,1938-04-02,Oahu,"Southerly along Gowen Trail, north side of Ravine 2, halfway along, Pohakea Pass, Oahu",21.43,-158.1,
1311404,385793,Amastridae,Paramastra spirizona,Amastra spirizona,1938-04-09,Oahu,"Southerly along Gowen Trail, southerly from Ravine 5, Pohakea Pass, Oahu",21.43,-158.1,
1311405,385794,Amastridae,Paramastra spirizona,Amastra spirizona,1938-05-01,Oahu,"Southerly, Ravine 11, mile post 13.5, Gowen Trail, Pohakea Pass, Oahu",21.43,-158.1,
56239,175380,Amastridae,Amastra spirizona,Amastra spirizona,1938-11-01,Oahu,Hawaiian Archipelago; Oahu (No label),21.46389,-157.95309,
56294,175436,Amastridae,Amastra spirizona,Amastra spirizona,1938-11-01,Oahu,Hawaiian Archipelago; Oahu (No label),21.46389,-157.95309,
58913,180624,Amastridae,Amastra spirizona,Amastra spirizona,1939-01-03,Oahu,Kawailoa>Kawaiiki; Loc. 1. SEE MAP,21.575626,-158.013688,200
1306041,379712,Amastridae,Paramastra spirizona,Amastra spirizona,1939-11-12,Oahu,"First kukui glen, right, about 150 feet above stream, in ravine directly opposite (southerly) from ravines in north ridge, Kawailoa, Oahu",21.592051,-158.00605,3620
1306042,379713,Amastridae,Paramastra spirizona,Amastra spirizona,1939-11-12,Oahu,"First kukui glen, right, about 150 feet above stream, in ravine directly opposite (southerly) from ravines in north ridge, Kawailoa, Oahu",21.592051,-158.00605,3620
61658,184821,Amastridae,Amastra spirizona,Amastra spirizona,1940-03-31,Oahu,Kawailoa; junction at Kawaiiki; off army road,21.570622,-157.993283,2885
66765,194707,Amastridae,Amastra spirizona,Amastra spirizona,1940-03-31,Oahu,Kawailoa; Loc. 3. MAP,21.572078,-158.010098,10417
62659,186855,Amastridae,Amastra spirizona,Amastra spirizona,1940-09-05,Oahu,Waianae Mountains; Nanakuli Valley; head of valley,21.40978333,-158.1069167,
62660,186856,Amastridae,Amastra spirizona,Amastra spirizona,1940-09-05,Oahu,Waianae Mountains; Nanakuli Valley; head of valley,21.40978333,-158.1069167,
62661,186857,Amastridae,Amastra spirizona,Amastra spirizona,1940-09-05,Oahu,Waianae Mountains; Nanakuli Valley; head of valley,21.40978333,-158.1069167,
1305656,379350,Amastridae,Paramastra spirizona,Amastra spirizona,1941-04-20,Oahu,"Lefthand half of Kawailoa near head of ravine, in first glen, left, Kawainui, Oahu",21.592051,-158.00605,3620
1309162,382874,Amastridae,Paramastra spirizona,Amastra spirizona,1941-04-26,Oahu,"Left spur, first ravine, Kawailoa, Oahu",21.587023,-158.008152,7921
1309160,382872,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-03,Oahu,"Seaward of road, right (southerly) slope, Kawailoa, Oahu",21.592051,-158.00605,3620
1309161,382873,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-04,Oahu,"Kawainui, glen opposite intake, at foot of sub-spur, right, Kawailoa, Oahu",21.587023,-158.008152,7921
1309159,382871,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-11,Oahu,"Second glen, right, beyond intake, to 2/3 up, Kawainui, Oahu",21.58,-158.02,
1309157,382869,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-17,Oahu,"Glen near top, Kawailoa, Oahu",21.592051,-158.00605,3620
1309158,382870,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-17,Oahu,"North slope of middle ridge, 3/4 up, near beginning of ridge, Kawailoa, Oahu",21.592051,-158.00605,3620
1309154,382866,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-24,Oahu,"About 150 feet below crest of middle ridge, 1/4 mile from road, Kawainui, Oahu",21.58,-158.02,
1309155,382867,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-24,Oahu,"First spur, right, 200 yards inland of road, 75 feet above stream, Kawainui, Oahu",21.58,-158.02,
1309156,382868,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-24,Oahu,"First spur, right, 200 yards inland of road, 75 feet above stream, Kawainui, Oahu",21.58,-158.02,
1305655,379349,Amastridae,Paramastra spirizona,Amastra spirizona,1941-05-31,Oahu,"Spur 1/4 way from Ditch Trail to stream, Kawailoa, Oahu",21.587023,-158.008152,7921
